
--- [START 2018-08-24_02-09-29] ----------------------------------------------------------------

	SEED         = 35202
	PROJECT_PATH = /root/share/project/kaggle/tgs/build/dummy-06
	__file__     = /root/share/project/kaggle/tgs/build/dummy-06/unet_5_scale_aug0/train.py
	out_dir      = /root/share/project/kaggle/tgs/results/unet-5-scale-more-aug/fold1-ex

	<additional comments> ...  
	  - 5-scale unet  
	  - more augmentation 

** dataset setting **
batch_size = 32
train_dataset.split = list_train1_3600
valid_dataset.split = list_valid1_400

** net setting **
	pretrain_file = /root/share/project/kaggle/tgs/results/unet-5-scale/fold3/initial/00100000_model.pth

--- [START 2018-08-24_02-09-57] ----------------------------------------------------------------

	SEED         = 35202
	PROJECT_PATH = /root/share/project/kaggle/tgs/build/dummy-06
	__file__     = /root/share/project/kaggle/tgs/build/dummy-06/unet_5_scale_aug0/train.py
	out_dir      = /root/share/project/kaggle/tgs/results/unet-5-scale-more-aug/fold1-ex

	<additional comments> ...  
	  - 5-scale unet  
	  - more augmentation 

** dataset setting **
batch_size = 32
train_dataset.split = list_train1_3600
valid_dataset.split = list_valid1_400

** net setting **
<class 'model.SaltNet'>

** start training here! **
 rate    iter   epoch   | valid_loss               | train_loss               | batch_loss               |  time          
0.0100   62.7   557.3  |  0.062  0.936  (0.746) |  0.007  0.990  |  0.004  0.994  |  4 hr 58 min 
0.0100   62.8   558.2  |  0.072  0.944  (0.783) |  0.009  0.985  |  0.017  0.981  |  4 hr 58 min 
0.0100   62.9   559.1  |  0.074  0.939  (0.727) |  0.006  0.991  |  0.004  0.993  |  4 hr 59 min 
0.0100   63.0   560.0  |  0.057  0.947  (0.772) |  0.005  0.993  |  0.003  0.996  |  4 hr 59 min 
0.0100   63.1   560.9  |  0.063  0.948  (0.786) |  0.005  0.993  |  0.003  0.996  |  5 hr 00 min 
0.0100   63.2   561.8  |  0.059  0.942  (0.760) |  0.012  0.983  |  0.013  0.986  |  5 hr 00 min 
0.0100   63.3   562.7  |  0.077  0.938  (0.758) |  0.002  0.997  |  0.004  0.994  |  5 hr 01 min 
0.0100   63.4   563.6  |  0.070  0.931  (0.765) |  0.008  0.988  |  0.005  0.993  |  5 hr 01 min 
0.0100   63.5   564.4  |  0.085  0.944  (0.777) |  0.006  0.991  |  0.006  0.992  |  5 hr 02 min 
0.0100   63.6   565.3  |  0.080  0.943  (0.779) |  0.004  0.994  |  0.003  0.995  |  5 hr 02 min 
0.0100   63.7   566.2  |  0.082  0.948  (0.780) |  0.006  0.992  |  0.006  0.991  |  5 hr 03 min 
0.0100   63.8   567.1  |  0.068  0.949  (0.799) |  0.006  0.992  |  0.005  0.994  |  5 hr 03 min 
0.0100   63.9   568.0  |  0.080  0.945  (0.783) |  0.005  0.993  |  0.032  0.961  |  5 hr 04 min 
0.0100   64.0   568.9  |  0.063  0.945  (0.784) |  0.007  0.990  |  0.004  0.994  |  5 hr 04 min 
0.0100   64.1   569.8  |  0.070  0.950  (0.798) |  0.006  0.991  |  0.005  0.993  |  5 hr 04 min 
0.0100   64.2   570.7  |  0.069  0.947  (0.768) |  0.004  0.994  |  0.004  0.995  |  5 hr 05 min 
0.0100   64.3   571.6  |  0.066  0.950  (0.774) |  0.005  0.993  |  0.004  0.994  |  5 hr 05 min 
0.0100   64.4   572.4  |  0.083  0.946  (0.781) |  0.005  0.993  |  0.006  0.991  |  5 hr 06 min 
0.0100   64.5   573.3  |  0.075  0.947  (0.786) |  0.007  0.990  |  0.004  0.994  |  5 hr 06 min 
0.0100   64.6   574.2  |  0.076  0.944  (0.777) |  0.005  0.993  |  0.007  0.989  |  5 hr 07 min 
0.0100   64.7   575.1  |  0.076  0.946  (0.779) |  0.007  0.989  |  0.004  0.994  |  5 hr 07 min 
0.0100   64.8   576.0  |  0.076  0.946  (0.783) |  0.005  0.993  |  0.006  0.992  |  5 hr 08 min 
0.0100   64.9   576.9  |  0.075  0.946  (0.768) |  0.005  0.993  |  0.006  0.990  |  5 hr 08 min 
0.0100   65.0   577.8  |  0.067  0.945  (0.766) |  0.009  0.988  |  0.004  0.994  |  5 hr 09 min 
0.0100   65.1   578.7  |  0.075  0.945  (0.774) |  0.004  0.994  |  0.008  0.988  |  5 hr 09 min 
0.0100   65.2   579.6  |  0.073  0.947  (0.793) |  0.005  0.993  |  0.004  0.994  |  5 hr 10 min 
0.0100   65.3   580.4  |  0.081  0.941  (0.758) |  0.006  0.992  |  0.010  0.990  |  5 hr 10 min 
0.0100   65.4   581.3  |  0.080  0.943  (0.776) |  0.005  0.993  |  0.004  0.995  |  5 hr 11 min 
0.0100   65.5   582.2  |  0.080  0.947  (0.790) |  0.004  0.994  |  0.004  0.993  |  5 hr 11 min 
0.0100   65.6   583.1  |  0.079  0.946  (0.795) |  0.005  0.993  |  0.006  0.994  |  5 hr 12 min 
0.0100   65.7   584.0  |  0.067  0.946  (0.780) |  0.004  0.994  |  0.005  0.993  |  5 hr 12 min 
0.0100   65.8   584.9  |  0.078  0.945  (0.780) |  0.004  0.994  |  0.003  0.996  |  5 hr 13 min 
0.0100   65.9   585.8  |  0.070  0.946  (0.787) |  0.005  0.992  |  0.003  0.996  |  5 hr 13 min 
0.0100   66.0   586.7  |  0.081  0.946  (0.776) |  0.008  0.988  |  0.003  0.995  |  5 hr 14 min 
0.0100   66.1   587.6  |  0.075  0.947  (0.793) |  0.012  0.979  |  0.004  0.993  |  5 hr 14 min 
0.0100   66.2   588.4  |  0.079  0.943  (0.785) |  0.004  0.993  |  0.003  0.995  |  5 hr 14 min 
0.0100   66.3   589.3  |  0.085  0.940  (0.768) |  0.004  0.993  |  0.005  0.992  |  5 hr 15 min 
0.0100   66.4   590.2  |  0.069  0.942  (0.767) |  0.011  0.986  |  0.006  0.993  |  5 hr 15 min 
0.0100   66.5   591.1  |  0.077  0.946  (0.783) |  0.005  0.993  |  0.003  0.996  |  5 hr 16 min 
0.0100   66.6   592.0  |  0.081  0.945  (0.782) |  0.006  0.991  |  0.006  0.991  |  5 hr 16 min 
0.0100   66.7   592.9  |  0.097  0.931  (0.763) |  0.007  0.991  |  0.006  0.990  |  5 hr 17 min 
0.0100   66.8   593.8  |  0.079  0.949  (0.796) |  0.004  0.993  |  0.006  0.992  |  5 hr 17 min 
0.0100   66.9   594.7  |  0.074  0.944  (0.795) |  0.008  0.991  |  0.006  0.992  |  5 hr 18 min 
0.0100   67.0   595.6  |  0.082  0.943  (0.784) |  0.004  0.994  |  0.004  0.993  |  5 hr 18 min 
0.0100   67.1   596.4  |  0.085  0.945  (0.794) |  0.004  0.993  |  0.004  0.995  |  5 hr 19 min 
0.0100   67.2   597.3  |  0.088  0.946  (0.789) |  0.004  0.993  |  0.005  0.992  |  5 hr 19 min 
0.0100   67.3   598.2  |  0.089  0.942  (0.775) |  0.006  0.992  |  0.004  0.994  |  5 hr 20 min 
0.0100   67.4   599.1  |  0.074  0.945  (0.791) |  0.005  0.993  |  0.004  0.995  |  5 hr 20 min 
0.0100   67.5   600.0  |  0.075  0.950  (0.791) |  0.005  0.992  |  0.003  0.996  |  5 hr 21 min 
0.0100   67.6   600.9  |  0.081  0.950  (0.799) |  0.004  0.993  |  0.003  0.995  |  5 hr 21 min 
0.0100   67.7   601.8  |  0.064  0.951  (0.772) |  0.006  0.992  |  0.005  0.993  |  5 hr 22 min 
0.0100   67.8   602.7  |  0.068  0.943  (0.788) |  0.006  0.992  |  0.004  0.995  |  5 hr 22 min 
0.0100   67.9   603.6  |  0.065  0.952  (0.799) |  0.006  0.992  |  0.004  0.993  |  5 hr 23 min 
0.0100   68.0   604.4  |  0.069  0.948  (0.797) |  0.005  0.993  |  0.005  0.993  |  5 hr 23 min 
0.0100   68.1   605.3  |  0.082  0.945  (0.792) |  0.005  0.993  |  0.007  0.989  |  5 hr 24 min 
0.0100   68.2   606.2  |  0.080  0.947  (0.800) |  0.005  0.993  |  0.006  0.992  |  5 hr 24 min 
0.0100   68.3   607.1  |  0.083  0.948  (0.791) |  0.006  0.991  |  0.005  0.993  |  5 hr 24 min 
0.0100   68.4   608.0  |  0.059  0.947  (0.798) |  0.005  0.993  |  0.008  0.988  |  5 hr 25 min 
0.0100   68.5   608.9  |  0.078  0.945  (0.781) |  0.004  0.994  |  0.003  0.996  |  5 hr 25 min 
0.0100   68.6   609.8  |  0.078  0.945  (0.800) |  0.004  0.994  |  0.006  0.989  |  5 hr 26 min 
0.0100   68.7   610.7  |  0.089  0.941  (0.791) |  0.004  0.994  |  0.004  0.993  |  5 hr 26 min 
0.0100   68.8   611.6  |  0.081  0.939  (0.770) |  0.005  0.992  |  0.005  0.992  |  5 hr 27 min 
0.0100   68.9   612.4  |  0.070  0.950  (0.798) |  0.007  0.993  |  0.005  0.994  |  5 hr 27 min 
0.0100   69.0   613.3  |  0.077  0.933  (0.742) |  0.005  0.992  |  0.004  0.994  |  5 hr 28 min 
0.0100   69.1   614.2  |  0.072  0.943  (0.785) |  0.007  0.990  |  0.011  0.980  |  5 hr 28 min 
0.0100   69.2   615.1  |  0.063  0.948  (0.793) |  0.005  0.993  |  0.004  0.994  |  5 hr 29 min 
0.0100   69.3   616.0  |  0.073  0.943  (0.778) |  0.006  0.991  |  0.009  0.987  |  5 hr 29 min 
0.0100   69.4   616.9  |  0.076  0.943  (0.788) |  0.006  0.992  |  0.005  0.994  |  5 hr 30 min 
0.0100   69.5   617.8  |  0.075  0.939  (0.760) |  0.012  0.983  |  0.005  0.993  |  5 hr 30 min 
0.0100   69.6   618.7  |  0.073  0.940  (0.783) |  0.006  0.991  |  0.007  0.990  |  5 hr 31 min 
0.0100   69.7   619.6  |  0.100  0.929  (0.752) |  0.005  0.992  |  0.004  0.993  |  5 hr 31 min 
0.0100   69.8   620.4  |  0.073  0.941  (0.756) |  0.006  0.993  |  0.004  0.994  |  5 hr 32 min 
0.0100   69.9   621.3  |  0.085  0.938  (0.765) |  0.005  0.993  |  0.004  0.994  |  5 hr 32 min 
0.0100   70.0   622.2  |  0.084  0.944  (0.785) |  0.005  0.992  |  0.004  0.995  |  5 hr 33 min 
0.0100   70.1   623.1  |  0.074  0.947  (0.777) |  0.008  0.988  |  0.006  0.990  |  5 hr 33 min 
0.0100   70.2   624.0  |  0.069  0.942  (0.765) |  0.007  0.991  |  0.009  0.986  |  5 hr 34 min 
0.0100   70.3   624.9  |  0.066  0.946  (0.783) |  0.007  0.991  |  0.004  0.993  |  5 hr 34 min 
0.0100   70.4   625.8  |  0.077  0.938  (0.775) |  0.005  0.994  |  0.007  0.990  |  5 hr 34 min 
0.0100   70.5   626.7  |  0.072  0.948  (0.796) |  0.005  0.992  |  0.003  0.995  |  5 hr 35 min 
0.0100   70.6   627.6  |  0.098  0.936  (0.776) |  0.006  0.992  |  0.008  0.987  |  5 hr 35 min 
0.0100   70.7   628.4  |  0.077  0.942  (0.785) |  0.004  0.994  |  0.010  0.989  |  5 hr 36 min 
0.0100   70.8   629.3  |  0.331  0.863  (0.633) |  0.004  0.994  |  0.008  0.987  |  5 hr 36 min 
0.0100   70.9   630.2  |  0.064  0.945  (0.794) |  0.006  0.991  |  0.008  0.989  |  5 hr 37 min 
0.0100   71.0   631.1  |  0.062  0.945  (0.776) |  0.008  0.988  |  0.006  0.992  |  5 hr 37 min 
0.0100   71.1   632.0  |  0.064  0.949  (0.789) |  0.006  0.991  |  0.010  0.991  |  5 hr 38 min 
0.0100   71.2   632.9  |  0.067  0.944  (0.789) |  0.006  0.989  |  0.004  0.994  |  5 hr 38 min 
0.0100   71.3   633.8  |  0.061  0.944  (0.785) |  0.005  0.992  |  0.002  0.997  |  5 hr 39 min 
0.0100   71.4   634.7  |  0.058  0.946  (0.775) |  0.005  0.993  |  0.004  0.994  |  5 hr 39 min 
0.0100   71.5   635.6  |  0.062  0.941  (0.760) |  0.007  0.989  |  0.013  0.977  |  5 hr 40 min 
0.0100   71.6   636.4  |  0.079  0.938  (0.772) |  0.009  0.989  |  0.008  0.984  |  5 hr 40 min 
0.0100   71.7   637.3  |  0.066  0.946  (0.781) |  0.003  0.995  |  0.003  0.996  |  5 hr 41 min 
0.0100   71.8   638.2  |  0.063  0.946  (0.787) |  0.005  0.993  |  0.003  0.995  |  5 hr 41 min 
0.0100   71.9   639.1  |  0.070  0.936  (0.765) |  0.005  0.992  |  0.006  0.993  |  5 hr 42 min 
0.0100   72.0   640.0  |  0.070  0.943  (0.776) |  0.009  0.988  |  0.005  0.992  |  5 hr 42 min 
0.0100   72.1   640.9  |  0.063  0.945  (0.774) |  0.008  0.989  |  0.005  0.993  |  5 hr 43 min 
0.0100   72.2   641.8  |  0.072  0.944  (0.777) |  0.005  0.993  |  0.004  0.993  |  5 hr 43 min 
0.0100   72.3   642.7  |  0.064  0.947  (0.787) |  0.005  0.993  |  0.003  0.995  |  5 hr 44 min 
0.0100   72.4   643.6  |  0.062  0.940  (0.778) |  0.005  0.993  |  0.008  0.987  |  5 hr 44 min 
0.0100   72.5   644.4  |  0.058  0.936  (0.777) |  0.004  0.993  |  0.006  0.992  |  5 hr 44 min 
0.0100   72.6   645.3  |  0.071  0.942  (0.779) |  0.003  0.995  |  0.003  0.996  |  5 hr 45 min 
0.0100   72.7   646.2  |  0.058  0.943  (0.794) |  0.004  0.995  |  0.005  0.993  |  5 hr 45 min 
0.0100   72.8   647.1  |  0.076  0.943  (0.779) |  0.006  0.992  |  0.004  0.994  |  5 hr 46 min 
0.0100   72.9   648.0  |  0.059  0.944  (0.783) |  0.006  0.991  |  0.012  0.988  |  5 hr 46 min 
0.0100   73.0   648.9  |  0.072  0.936  (0.766) |  0.005  0.993  |  0.004  0.994  |  5 hr 47 min 
0.0100   73.1   649.8  |  0.059  0.943  (0.777) |  0.006  0.991  |  0.005  0.992  |  5 hr 47 min 
0.0100   73.2   650.7  |  0.057  0.951  (0.793) |  0.006  0.992  |  0.008  0.987  |  5 hr 48 min 
0.0100   73.3   651.6  |  0.062  0.950  (0.802) |  0.005  0.993  |  0.005  0.992  |  5 hr 48 min 
0.0100   73.4   652.4  |  0.057  0.945  (0.782) |  0.007  0.990  |  0.004  0.994  |  5 hr 49 min 
0.0100   73.5   653.3  |  0.056  0.950  (0.802) |  0.006  0.992  |  0.007  0.991  |  5 hr 49 min 
0.0100   73.6   654.2  |  0.243  0.853  (0.615) |  0.005  0.993  |  0.003  0.996  |  5 hr 50 min 
0.0100   73.7   655.1  |  0.063  0.934  (0.771) |  0.006  0.992  |  0.003  0.996  |  5 hr 50 min 
0.0100   73.8   656.0  |  0.056  0.946  (0.787) |  0.004  0.994  |  0.004  0.994  |  5 hr 51 min 
0.0100   73.9   656.9  |  0.054  0.945  (0.786) |  0.004  0.994  |  0.003  0.995  |  5 hr 51 min 
0.0100   74.0   657.8  |  0.068  0.946  (0.795) |  0.005  0.993  |  0.004  0.993  |  5 hr 52 min 
0.0100   74.1   658.7  |  0.058  0.948  (0.789) |  0.004  0.994  |  0.007  0.990  |  5 hr 52 min 
0.0100   74.2   659.6  |  0.051  0.949  (0.786) |  0.006  0.992  |  0.003  0.995  |  5 hr 53 min 
0.0100   74.3   660.4  |  9.683  0.267  (0.144) |  0.008  0.988  |  0.006  0.992  |  5 hr 53 min 
0.0100   74.4   661.3  |  0.066  0.953  (0.805) |  0.004  0.994  |  0.004  0.995  |  5 hr 54 min 
0.0100   74.5   662.2  |  0.060  0.950  (0.785) |  0.006  0.990  |  0.004  0.994  |  5 hr 54 min 
0.0100   74.6   663.1  |  0.084  0.950  (0.783) |  0.004  0.994  |  0.002  0.997  |  5 hr 54 min 
0.0100   74.7   664.0  |  0.057  0.938  (0.765) |  0.007  0.990  |  0.005  0.992  |  5 hr 55 min 
0.0100   74.8   664.9  |  0.050  0.949  (0.780) |  0.006  0.991  |  0.005  0.994  |  5 hr 55 min 
0.0100   74.9   665.8  |  0.058  0.951  (0.785) |  0.006  0.991  |  0.005  0.992  |  5 hr 56 min 
0.0100   75.0   666.7  |  0.046  0.953  (0.789) |  0.004  0.994  |  0.004  0.993  |  5 hr 56 min 
0.0100   75.1   667.6  |  0.041  0.950  (0.786) |  0.004  0.994  |  0.006  0.992  |  5 hr 57 min 
0.0100   75.2   668.4  |  0.179  0.864  (0.380) |  0.006  0.994  |  0.007  0.992  |  5 hr 57 min 
0.0100   75.3   669.3  |  0.088  0.944  (0.777) |  0.009  0.990  |  0.006  0.991  |  5 hr 58 min 
0.0100   75.4   670.2  |  0.070  0.950  (0.785) |  0.006  0.992  |  0.004  0.994  |  5 hr 58 min 
0.0100   75.5   671.1  |  0.062  0.950  (0.769) |  0.004  0.994  |  0.007  0.989  |  5 hr 59 min 
0.0100   75.6   672.0  |  0.059  0.939  (0.764) |  0.008  0.990  |  0.007  0.991  |  5 hr 59 min 
0.0100   75.7   672.9  |  0.083  0.945  (0.789) |  0.005  0.992  |  0.006  0.990  |  6 hr 00 min 
0.0100   75.8   673.8  |  0.073  0.934  (0.729) |  0.005  0.992  |  0.006  0.992  |  6 hr 00 min 
0.0100   75.9   674.7  |  0.136  0.938  (0.771) |  0.008  0.989  |  0.006  0.991  |  6 hr 01 min 
0.0100   76.0   675.6  |  0.079  0.943  (0.789) |  0.005  0.993  |  0.004  0.995  |  6 hr 01 min 
0.0100   76.1   676.4  |  0.066  0.911  (0.648) |  0.008  0.989  |  0.018  0.970  |  6 hr 02 min 
0.0100   76.2   677.3  |  0.066  0.942  (0.763) |  0.008  0.988  |  0.005  0.993  |  6 hr 02 min 
0.0100   76.3   678.2  |  0.055  0.942  (0.776) |  0.009  0.988  |  0.007  0.991  |  6 hr 03 min 
0.0100   76.4   679.1  |  0.054  0.948  (0.788) |  0.007  0.991  |  0.005  0.994  |  6 hr 03 min 
0.0100   76.5   680.0  |  0.059  0.937  (0.753) |  0.005  0.993  |  0.009  0.988  |  6 hr 04 min 
0.0100   76.6   680.9  |  0.049  0.951  (0.785) |  0.007  0.989  |  0.005  0.992  |  6 hr 04 min 
0.0100   76.7   681.8  |  0.053  0.950  (0.786) |  0.010  0.988  |  0.003  0.997  |  6 hr 04 min 
0.0100   76.8   682.7  |  0.061  0.945  (0.786) |  0.005  0.993  |  0.006  0.990  |  6 hr 05 min 
0.0100   76.9   683.6  |  0.068  0.941  (0.777) |  0.006  0.992  |  0.006  0.991  |  6 hr 05 min 
0.0100   77.0   684.4  |  0.075  0.941  (0.771) |  0.005  0.993  |  0.006  0.991  |  6 hr 06 min 
0.0100   77.1   685.3  |  0.056  0.946  (0.783) |  0.004  0.994  |  0.005  0.994  |  6 hr 06 min 
0.0100   77.2   686.2  |  0.180  0.883  (0.538) |  0.009  0.987  |  0.004  0.994  |  6 hr 07 min 
0.0100   77.3   687.1  |  0.062  0.945  (0.790) |  0.006  0.992  |  0.008  0.986  |  6 hr 07 min 
0.0100   77.4   688.0  |  0.052  0.952  (0.776) |  0.007  0.990  |  0.007  0.987  |  6 hr 08 min 
0.0100   77.5   688.9  |  0.059  0.951  (0.797) |  0.005  0.992  |  0.004  0.995  |  6 hr 08 min 
0.0100   77.6   689.8  |  0.057  0.955  (0.782) |  0.005  0.993  |  0.003  0.997  |  6 hr 09 min 
0.0100   77.7   690.7  |  0.054  0.952  (0.768) |  0.006  0.991  |  0.005  0.993  |  6 hr 09 min 
0.0100   77.8   691.6  |  0.070  0.940  (0.746) |  0.007  0.990  |  0.007  0.990  |  6 hr 10 min 
0.0100   77.9   692.4  |  0.067  0.943  (0.773) |  0.005  0.993  |  0.006  0.993  |  6 hr 10 min 
0.0100   78.0   693.3  |  0.066  0.950  (0.778) |  0.005  0.994  |  0.005  0.993  |  6 hr 11 min 
0.0100   78.1   694.2  |  0.068  0.947  (0.774) |  0.005  0.992  |  0.003  0.996  |  6 hr 11 min 
0.0100   78.2   695.1  |  0.050  0.949  (0.769) |  0.004  0.994  |  0.005  0.993  |  6 hr 12 min 
0.0100   78.3   696.0  |  0.067  0.944  (0.756) |  0.007  0.989  |  0.008  0.983  |  6 hr 12 min 
0.0100   78.4   696.9  |  0.058  0.946  (0.781) |  0.005  0.993  |  0.004  0.994  |  6 hr 13 min 
0.0100   78.5   697.8  |  2.645  0.267  (0.144) |  0.006  0.991  |  0.008  0.987  |  6 hr 13 min 
0.0100   78.6   698.7  |  0.070  0.947  (0.778) |  0.006  0.991  |  0.005  0.993  |  6 hr 14 min 
0.0100   78.7   699.6  |  0.078  0.928  (0.668) |  0.005  0.993  |  0.007  0.990  |  6 hr 14 min 
0.0100   78.8   700.4  |  0.381  0.851  (0.602) |  0.005  0.993  |  0.005  0.993  |  6 hr 14 min 
0.0100   78.9   701.3  |  0.053  0.941  (0.755) |  0.008  0.988  |  0.016  0.968  |  6 hr 15 min 
0.0100   79.0   702.2  |  0.065  0.939  (0.778) |  0.013  0.983  |  0.004  0.994  |  6 hr 15 min 
0.0100   79.1   703.1  |  0.059  0.944  (0.777) |  0.007  0.991  |  0.003  0.996  |  6 hr 16 min 
0.0100   79.2   704.0  |  0.053  0.947  (0.779) |  0.008  0.989  |  0.006  0.993  |  6 hr 16 min 
0.0100   79.3   704.9  |  0.081  0.940  (0.765) |  0.004  0.994  |  0.005  0.994  |  6 hr 17 min 
0.0100   79.4   705.8  |  0.079  0.938  (0.774) |  0.005  0.993  |  0.004  0.994  |  6 hr 17 min 
0.0100   79.5   706.7  |  0.061  0.942  (0.771) |  0.010  0.987  |  0.003  0.996  |  6 hr 18 min 
0.0100   79.6   707.6  |  0.065  0.936  (0.756) |  0.007  0.987  |  0.005  0.992  |  6 hr 18 min 
0.0100   79.7   708.4  |  0.077  0.942  (0.768) |  0.006  0.992  |  0.005  0.992  |  6 hr 19 min 
0.0100   79.8   709.3  |  1.383  0.267  (0.144) |  0.006  0.992  |  0.005  0.993  |  6 hr 19 min 
0.0100   79.9   710.2  |  0.154  0.894  (0.680) |  0.008  0.990  |  0.005  0.993  |  6 hr 20 min 
0.0100   80.0   711.1  |  0.067  0.936  (0.726) |  0.009  0.987  |  0.005  0.992  |  6 hr 20 min 
0.0100   80.1   712.0  |  0.087  0.940  (0.774) |  0.003  0.997  |  0.002  0.997  |  6 hr 21 min 
0.0100   80.2   712.9  |  0.068  0.942  (0.769) |  0.007  0.990  |  0.004  0.995  |  6 hr 21 min 
0.0100   80.3   713.8  |  0.068  0.950  (0.794) |  0.006  0.991  |  0.005  0.993  |  6 hr 22 min 

--- [START 2018-08-24_14-02-50] ----------------------------------------------------------------

	SEED         = 35202
	PROJECT_PATH = /root/share/project/kaggle/tgs/build/dummy-06
	__file__     = /root/share/project/kaggle/tgs/build/dummy-06/unet_5_scale_aug0/train.py
	out_dir      = /root/share/project/kaggle/tgs/results/unet-5-scale-more-aug/fold1-1

	<additional comments> ...  
	  - 5-scale unet  
	  - more augmentation 

** dataset setting **
batch_size = 32
train_dataset.split = list_train1_3600
valid_dataset.split = list_valid1_400

** net setting **
	initial_checkpoint = /root/share/project/kaggle/tgs/results/unet-5-scale-more-aug/fold1-1/checkpoint/00054000_model.pth
<class 'model.SaltNet'>

** start training here! **
 rate    iter   epoch   | valid_loss               | train_loss               | batch_loss               |  time          
-------------------------------------------------------------------------------------------------------------------------------
0.0000   54.0   480.0  |  0.068  0.952  (0.800) |  0.000  0.000  |  0.000  0.000  |  0 hr 00 min 
0.0010   54.1   480.9  |  0.065  0.951  (0.801) |  0.005  0.992  |  0.006  0.990  |  0 hr 00 min 
0.0010   54.2   481.8  |  0.065  0.950  (0.795) |  0.004  0.993  |  0.004  0.994  |  0 hr 01 min 
0.0010   54.3   482.7  |  0.066  0.950  (0.799) |  0.007  0.990  |  0.004  0.995  |  0 hr 01 min 
0.0010   54.4   483.6  |  0.065  0.950  (0.799) |  0.004  0.994  |  0.005  0.992  |  0 hr 01 min 
0.0010   54.5   484.4  |  0.067  0.950  (0.800) |  0.004  0.994  |  0.004  0.994  |  0 hr 02 min 
0.0010   54.6   485.3  |  0.067  0.951  (0.803) |  0.004  0.993  |  0.005  0.994  |  0 hr 02 min 
0.0010   54.7   486.2  |  0.068  0.950  (0.802) |  0.003  0.996  |  0.006  0.991  |  0 hr 03 min 
0.0010   54.8   487.1  |  0.069  0.949  (0.802) |  0.004  0.995  |  0.025  0.965  |  0 hr 03 min 
0.0010   54.9   488.0  |  0.067  0.951  (0.800) |  0.004  0.995  |  0.006  0.991  |  0 hr 04 min 
0.0010   55.0   488.9  |  0.068  0.949  (0.802) |  0.004  0.994  |  0.004  0.993  |  0 hr 04 min 
0.0010   55.1   489.8  |  0.069  0.949  (0.803) |  0.004  0.993  |  0.006  0.990  |  0 hr 05 min 
0.0010   55.2   490.7  |  0.069  0.949  (0.802) |  0.004  0.994  |  0.003  0.996  |  0 hr 05 min 
0.0010   55.3   491.6  |  0.069  0.949  (0.800) |  0.004  0.995  |  0.003  0.995  |  0 hr 06 min 
0.0010   55.4   492.4  |  0.069  0.950  (0.802) |  0.004  0.994  |  0.005  0.992  |  0 hr 06 min 
0.0010   55.5   493.3  |  0.070  0.950  (0.801) |  0.004  0.995  |  0.004  0.995  |  0 hr 07 min 
0.0010   55.6   494.2  |  0.070  0.950  (0.799) |  0.004  0.994  |  0.003  0.996  |  0 hr 07 min 
